﻿Title:,"Table 2 - HE staff by HE provider and personal characteristics"
Subtitle:,"Academic years 2014/15 to 2021/22"
Reference ID:,DT025 Table 2
Data source:,HESA
Data source link:,https://www.hesa.ac.uk/data-and-analysis/staff/table-2
Data file canonical link:,https://www.hesa.ac.uk/data-and-analysis/staff/table-2.csv
Licence:,Creative Commons Attribution 4.0 International Licence
Date:,2023
Filters:,Country of HE provider,All 
,Region of HE provider,All 
,Contract marker,All (excluding atypical) 
,Terms of employment,All 
,Contract levels,All 
,Atypical marker,Non-atypical 
,Academic year,2017/18 
Search:,


"UKPRN","HE provider","Female","Male","Other","Total"
"10007842","University of Cumbria","680","345","0","1,030"
"10001883","De Montfort University","1,595","1,385","0","2,980"
"10007851","University of Derby","1,650","1,185","0","2,835"
"10007852","The University of Dundee","1,835","1,375","0","3,215"
"10007143","University of Durham","2,370","1,950","0","4,320"
"10007789","The University of East Anglia","2,260","1,775","0","4,035"
"10007144","The University of East London","850","685","0","1,530"
"10007823","Edge Hill University","1,300","735","0","2,035"
"10007772","Edinburgh Napier University","930","795","0","1,725"
"10007790","The University of Edinburgh","7,325","6,495","5","13,820"
"10007791","The University of Essex","1,545","1,200","5","2,750"
"10007792","The University of Exeter","2,610","2,225","5","4,840"
"10008640","Falmouth University","255","240","0","495"
"10004511","The National Film and Television School","50","60","0","110"
"10007762","Glasgow Caledonian University","1,000","595","0","1,595"
"10002681","Glasgow School of Art","290","230","0","520"
"10007794","The University of Glasgow","4,205","3,465","0","7,670"
"10007145","University of Gloucestershire","725","545","0","1,270"
"10007833","Glyndŵr University","275","195","0","470"
"10002718","Goldsmiths College","1,020","850","5","1,875"
"10007146","The University of Greenwich","1,200","1,000","0","2,200"
"10007825","Guildhall School of Music and Drama","365","465","0","830"
"10040812","Harper Adams University","350","230","0","580"
"10007764","Heriot-Watt University","920","1,020","0","1,940"
"10007147","University of Hertfordshire","1,925","1,485","0","3,405"
"10007765","Heythrop College","35","45","0","80"
"10007148","The University of Huddersfield","1,140","895","0","2,035"
"10007149","The University of Hull","1,360","1,050","0","2,405"
"10003270","Imperial College London","3,700","4,565","5","8,275"
"10007767","Keele University","1,305","830","0","2,135"
"10007150","The University of Kent","1,960","1,580","0","3,540"
"10003645","King's College London","4,635","3,755","0","8,390"
"10003678","Kingston University","1,135","850","0","1,985"
"10007768","The University of Lancaster","2,095","1,845","0","3,940"
"10003854","Leeds Arts University","155","105","0","265"
"10003861","Leeds Beckett University","1,620","1,340","0","2,955"
"10007795","The University of Leeds","4,265","3,660","0","7,925"
"10003863","Leeds Trinity University","275","170","0","445"
"10007796","The University of Leicester","2,095","1,855","0","3,950"
"10007151","The University of Lincoln","1,085","980","0","2,065"
"10003956","Liverpool Hope University","425","295","0","720"
"10003957","Liverpool John Moores University","1,530","1,365","0","2,895"
"10003945","The Liverpool Institute for Performing Arts","90","90","0","180"
"10006842","The University of Liverpool","3,415","2,765","0","6,180"
"10003958","Liverpool School of Tropical Medicine","280","190","0","470"
"10007162","University of the Arts, London","2,075","1,580","0","3,655"
"10007769","London Business School","480","305","0","790"
"10007797","University of London (Institutes and activities)","545","395","0","940"
"10004048","London Metropolitan University","475","485","0","965"
"10004078","London South Bank University","1,065","905","0","1,970"
"10004063","London School of Economics and Political Science","1,985","1,835","0","3,825"
"10007771","London School of Hygiene and Tropical Medicine","840","510","0","1,350"
"10004113","Loughborough University","1,920","1,875","0","3,800"
"10004180","The Manchester Metropolitan University","2,565","2,090","0","4,655"
"10007798","The University of Manchester","5,335","5,365","0","10,700"
"10004351","Middlesex University","1,080","840","0","1,920"
"10007799","Newcastle University","3,335","2,855","0","6,190"
"10007832","Newman University","220","135","0","355"
"10007138","The University of Northampton","845","570","0","1,420"
"10001282","University of Northumbria at Newcastle","1,520","1,260","0","2,785"
"10004775","Norwich University of the Arts","180","170","0","350"
"10007154","University of Nottingham","4,100","3,605","0","7,705"
"10004797","The Nottingham Trent University","2,380","1,875","0","4,255"
"10007773","The Open University","5,025","3,355","0","8,380"
"10004930","Oxford Brookes University","1,590","1,125","0","2,715"
"10007774","The University of Oxford","6,860","6,485","5","13,345"
"10005127","Arts University Plymouth","180","125","0","305"
"10007801","University of Plymouth","1,690","1,200","0","2,890"
"10007155","The University of Portsmouth","2,255","1,765","0","4,025"
"10005337","Queen Margaret University, Edinburgh","320","170","0","490"
"10007775","Queen Mary University of London","2,825","2,640","0","5,465"
"10005389","Ravensbourne University London","165","175","0","340"
"10007802","The University of Reading","2,295","1,720","0","4,015"
"10005500","Robert Gordon University","930","615","0","1,545"
"10007776","Roehampton University","990","570","0","1,560"
"10005523","Rose Bruford College of Theatre and Performance","85","50","0","130"
"10007835","Royal Academy of Music","175","250","0","425"
"10005545","Royal Agricultural University","115","105","0","220"
"10007777","Royal College of Art","225","195","0","420"
"10007778","Royal College of Music","185","245","0","435"
"10005561","Royal Conservatoire of Scotland","255","245","0","505"
"10007816","The Royal Central School of Speech and Drama","100","65","0","165"
"10005553","Royal Holloway and Bedford New College","1,065","1,015","0","2,080"
"10007837","Royal Northern College of Music","230","255","0","485"
"10007779","The Royal Veterinary College","640","310","0","950"
"10007803","The University of St. Andrews","1,330","1,315","0","2,645"
"10007782","St George's, University of London","585","365","0","950"
"10008026","St Mary's University College","75","75","0","155"
"10007843","St Mary's University, Twickenham","535","375","0","910"
"10007156","The University of Salford","1,170","1,020","0","2,190"
"10007780","SOAS University of London","730","565","0","1,295"
"10005700","SRUC","720","550","0","1,270"
"10005790","Sheffield Hallam University","2,565","1,785","5","4,355"
"10007157","The University of Sheffield","3,700","3,560","5","7,265"
"10006022","Solent University","675","755","0","1,430"
"10007158","The University of Southampton","3,325","3,005","0","6,335"
"10006299","Staffordshire University","860","735","0","1,595"
"10007804","The University of Stirling","1,265","860","0","2,130"
"10037449","University of St Mark and St John","180","95","0","280"
"10008010","Stranmillis University College","110","75","0","185"
"10007805","The University of Strathclyde","1,880","1,840","0","3,720"
"10014001","University of Suffolk","280","165","0","445"
"10007159","The University of Sunderland","930","690","0","1,620"
"10007160","The University of Surrey","1,710","1,505","0","3,215"
"10007806","The University of Sussex","1,755","1,565","0","3,320"
"10007855","Swansea University","1,905","1,620","5","3,525"
"10007161","Teesside University","1,070","680","0","1,750"
"10008017","Trinity Laban Conservatoire of Music and Dance","300","285","0","585"
"10007858","University of Wales Trinity Saint David","860","635","0","1,500"
"10007114","University of the Highlands and Islands","180","105","0","285"
"10007807","Ulster University","1,305","1,110","0","2,415"
"10007784","University College London","6,770","6,130","0","12,900"
"10007793","University of South Wales","1,430","1,345","0","2,775"
"10008574","The University of Wales (central functions)","75","40","0","115"
"10007163","The University of Warwick","3,605","3,295","0","6,900"
"10007164","University of the West of England, Bristol","2,235","1,605","0","3,840"
"10007800","The University of the West of Scotland","890","605","0","1,495"
"10006566","The University of West London","710","685","0","1,395"
"10007165","The University of Westminster","1,365","1,195","0","2,555"
"10003614","The University of Winchester","755","510","0","1,265"
"10007166","The University of Wolverhampton","1,535","980","0","2,510"
"10007139","University of Worcester","1,655","930","5","2,590"
"10007657","Writtle University College","195","100","0","295"
"10007713","York St John University","475","315","0","790"
"10007167","The University of York","2,190","1,945","0","4,135"
"","Total","233,550","195,920","90","429,560"
